,Unnamed: 0,RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4,Wins,Losses,WinsPct,ConfWins,ConfLosses,ConfWinsPct,NonConfWins,NonConfLosses,NonConfWinsPct,RoadWins,RoadLosses,RoadWinsPct,Q1Wins,Q1Losses,Q1WinsPct,Q2Wins,Q2Losses,Q2WinsPct,Q3Wins,Q3Losses,Q3WinsPct,Q4Wins,Q4Losses,Q4WinsPct,WAB,BARTHAG,ADJOE,ADJDE,EFG_D,ORB
56,299,2021-22-UCLA,2021-22,UCLA,Pac-12,13.0,AL,10.0,10.0,36.0,102.0,25-7,17-6,1-8,4-8,44.0,30.0,4-5,2-8,1-8,4-00,25.0,7.0,0.78125,17.0,6.0,0.7391304347826090,1.0,8.0,0.1111111111111110,4.0,8.0,0.3333333333333330,4.0,5.0,0.4444444444444440,2.0,8.0,0.2,1.0,8.0,0.1111111111111110,4.0,0.0,1.0,5.1,0.9321,115.8,92.2,47.6,31.3
57,304,2021-22-LoyolaChicago,2021-22,Loyola Chicago,MVC,39.0,AQ,23.0,23.0,110.0,149.0,24-7,16-5,2-8,3-8,112.0,38.0,2-3,4-5,1-7,9-00,24.0,7.0,0.7741935483870970,16.0,5.0,0.7619047619047620,2.0,8.0,0.2,3.0,8.0,0.2727272727272730,2.0,3.0,0.4,4.0,5.0,0.4444444444444440,1.0,7.0,0.125,9.0,0.0,1.0,1.8,0.8439,106.9,92.3,46.9,25.1
58,309,2021-22-NorthCarolina,2021-22,North Carolina,ACC,30.0,AL,31.0,32.0,49.0,107.0,24-9,16-6,3-8,3-8,58.0,35.0,8-3,3-00,13-0,1-5,24.0,9.0,0.7272727272727270,16.0,6.0,0.7272727272727270,3.0,8.0,0.2727272727272730,3.0,8.0,0.2727272727272730,8.0,3.0,0.7272727272727270,3.0,0.0,1.0,13.0,0.0,1.0,1.0,5.0,0.1666666666666670,4.3,0.9113,114.4,93.5,48.6,31.9
59,315,2021-22-Kansas,2021-22,Kansas,Big 12,3.0,AQ,6.0,6.0,2.0,67.0,28-6,17-4,2-11,4-6,6.0,81.0,5-12,1-8,5-00,3-00,28.0,6.0,0.8235294117647060,17.0,4.0,0.8095238095238100,2.0,11.0,0.1538461538461540,4.0,6.0,0.4,5.0,12.0,0.2941176470588240,1.0,8.0,0.1111111111111110,5.0,0.0,1.0,3.0,0.0,1.0,10.4,0.958,119.8,91.3,45.8,32.9
60,316,2021-22-UAB,2021-22,UAB,CUSA,48.0,AQ,46.0,46.0,161.0,178.0,25-7,17-4,3-8,4-7,182.0,204.0,1-2,2-3,3-8,1-12,25.0,7.0,0.78125,17.0,4.0,0.8095238095238100,3.0,8.0,0.2727272727272730,4.0,7.0,0.3636363636363640,1.0,2.0,0.3333333333333330,2.0,3.0,0.4,3.0,8.0,0.2727272727272730,1.0,12.0,0.0769230769230769,-0.1,0.8001,111.8,99.1,48.4,33.3
61,321,2021-22-NewMexicoSt.,2021-22,New Mexico St.,WAC,50.0,AQ,79.0,79.0,125.0,164.0,23-6,15-4,2-8,3-9,174.0,146.0,2-00,2-4,2-9,2-8,23.0,6.0,0.7931034482758620,15.0,4.0,0.7894736842105260,2.0,8.0,0.2,3.0,9.0,0.25,2.0,0.0,1.0,2.0,4.0,0.3333333333333330,2.0,9.0,0.1818181818181820,2.0,8.0,0.2,0.7,0.7579,106.0,96.0,45.2,32.6
62,324,2021-22-Baylor,2021-22,Baylor,Big 12,4.0,AL,4.0,4.0,21.0,93.0,26-6,14-5,1-12,3-8,13.0,108.0,5-10,1-8,2-00,6-00,26.0,6.0,0.8125,14.0,5.0,0.7368421052631580,1.0,12.0,0.0769230769230769,3.0,8.0,0.2727272727272730,5.0,10.0,0.3333333333333330,1.0,8.0,0.1111111111111110,2.0,0.0,1.0,6.0,0.0,1.0,8.9,0.9491,117.8,91.3,47.8,36.3
63,326,2021-22-Rutgers,2021-22,Rutgers,Big Ten,44.0,AL,77.0,77.0,61.0,112.0,18-13,9-12,4-6,9-4,35.0,297.0,6-6,4-3,2-4,1-5,18.0,13.0,0.5806451612903230,9.0,12.0,0.4285714285714290,4.0,6.0,0.4,9.0,4.0,0.6923076923076920,6.0,6.0,0.5,4.0,3.0,0.5714285714285710,2.0,4.0,0.3333333333333330,1.0,5.0,0.1666666666666670,-0.7,0.7629,106.6,96.3,48.6,29.6
64,339,2021-22-TexasSouthern,2021-22,Texas Southern,SWAC,67.0,AQ,197.0,197.0,336.0,247.0,18-12,16-5,7-2,10-8,253.0,14.0,2-1,0-3,0-2,17-5,18.0,12.0,0.6,16.0,5.0,0.7619047619047620,7.0,2.0,0.7777777777777780,10.0,8.0,0.5555555555555560,2.0,1.0,0.6666666666666670,0.0,3.0,0.0,0.0,2.0,0.0,17.0,5.0,0.7727272727272730,-6.8,0.4356,96.3,98.5,45.3,33.0
65,346,2021-22-UConn,2021-22,UConn,Big East,17.0,AL,17.0,16.0,54.0,108.0,23-9,14-7,2-9,5-5,41.0,130.0,6-5,3-8,3-00,7-00,23.0,9.0,0.71875,14.0,7.0,0.6666666666666670,2.0,9.0,0.1818181818181820,5.0,5.0,0.5,6.0,5.0,0.5454545454545450,3.0,8.0,0.2727272727272730,3.0,0.0,1.0,7.0,0.0,1.0,3.1,0.8709,113.2,95.9,46.0,37.9
66,349,2021-22-Villanova,2021-22,Villanova,Big East,7.0,AQ,8.0,7.0,8.0,84.0,26-7,19-4,3-7,5-10,15.0,10.0,6-8,1-9,5-00,4-00,26.0,7.0,0.7878787878787880,19.0,4.0,0.8260869565217390,3.0,7.0,0.3,5.0,10.0,0.3333333333333330,6.0,8.0,0.4285714285714290,1.0,9.0,0.1,5.0,0.0,1.0,4.0,0.0,1.0,7.3,0.9346,117.2,93.0,47.3,31.2
67,351,2021-22-CalSt.Fullerton,2021-22,Cal St. Fullerton,Big West,62.0,AQ,153.0,153.0,232.0,208.0,19-10,14-4,6-5,7-7,257.0,245.0,0-2,1-1,3-7,4-11,19.0,10.0,0.6551724137931030,14.0,4.0,0.7777777777777780,6.0,5.0,0.5454545454545450,7.0,7.0,0.5,0.0,2.0,0.0,1.0,1.0,0.5,3.0,7.0,0.3,4.0,11.0,0.2666666666666670,-5.0,0.4675,102.0,103.1,51.1,29.1
68,355,2021-22-GeorgiaSt.,2021-22,Georgia St.,Sun Belt,63.0,AQ,159.0,159.0,188.0,191.0,15-10,5-12,5-3,6-6,250.0,181.0,0-1,0-1,6-7,2-8,15.0,10.0,0.6,5.0,12.0,0.2941176470588240,5.0,3.0,0.625,6.0,6.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,6.0,7.0,0.4615384615384620,2.0,8.0,0.2,-5.1,0.5983,101.9,98.4,50.0,32.5
69,364,2021-22-LSU,2021-22,LSU,SEC,22.0,AL,18.0,18.0,31.0,97.0,22-11,10-10,1-12,8-2,29.0,216.0,9-6,1-5,1-6,5-00,22.0,11.0,0.6666666666666670,10.0,10.0,0.5,1.0,12.0,0.0769230769230769,8.0,2.0,0.8,9.0,6.0,0.6,1.0,5.0,0.1666666666666670,1.0,6.0,0.1428571428571430,5.0,0.0,1.0,2.3,0.8766,106.3,89.6,45.1,33.8
70,366,2021-22-SanDiegoSt.,2021-22,San Diego St.,Mountain West,31.0,AL,25.0,25.0,57.0,110.0,23-8,15-5,3-8,5-5,60.0,96.0,8-5,5-00,6-00,7-00,23.0,8.0,0.7419354838709680,15.0,5.0,0.75,3.0,8.0,0.2727272727272730,5.0,5.0,0.5,8.0,5.0,0.6153846153846150,5.0,0.0,1.0,6.0,0.0,1.0,7.0,0.0,1.0,2.6,0.8675,102.4,86.9,44.1,29.5
71,372,2021-22-NorfolkSt.,2021-22,Norfolk St.,MEAC,64.0,AQ,156.0,156.0,358.0,276.0,21-6,15-2,4-6,6-7,354.0,275.0,0-1,0-1,1-2,19-3,21.0,6.0,0.7777777777777780,15.0,2.0,0.8823529411764710,4.0,6.0,0.4,6.0,7.0,0.4615384615384620,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.3333333333333330,19.0,3.0,0.8636363636363640,-3.1,0.4342,100.7,103.0,45.8,30.1
72,380,2021-22-Arkansas,2021-22,Arkansas,SEC,16.0,AL,20.0,20.0,36.0,102.0,25-8,14-6,2-11,4-5,48.0,287.0,6-7,1-5,1-6,7-00,25.0,8.0,0.7575757575757580,14.0,6.0,0.7,2.0,11.0,0.1538461538461540,4.0,5.0,0.4444444444444440,6.0,7.0,0.4615384615384620,1.0,5.0,0.1666666666666670,1.0,6.0,0.1428571428571430,7.0,0.0,1.0,4.5,0.8894,108.7,90.7,47.5,29.6
73,384,2021-22-SaintMary's(CA),2021-22,Saint Mary's (CA),WCC,19.0,AL,19.0,19.0,68.0,116.0,24-7,13-4,3-11,4-6,56.0,72.0,7-4,6-00,5-00,9-00,24.0,7.0,0.7741935483870970,13.0,4.0,0.7647058823529410,3.0,11.0,0.2142857142857140,4.0,6.0,0.4,7.0,4.0,0.6363636363636360,6.0,0.0,1.0,5.0,0.0,1.0,9.0,0.0,1.0,3.9,0.9024,109.8,90.5,48.3,27.4
74,389,2021-22-Providence,2021-22,Providence,Big East,15.0,AL,32.0,33.0,36.0,102.0,25-5,15-4,1-10,2-7,54.0,124.0,3-5,2-9,6-00,5-00,25.0,5.0,0.8333333333333330,15.0,4.0,0.7894736842105260,1.0,10.0,0.0909090909090909,2.0,7.0,0.2222222222222220,3.0,5.0,0.375,2.0,9.0,0.1818181818181820,6.0,0.0,1.0,5.0,0.0,1.0,5.9,0.8554,111.4,95.5,46.3,30.3
75,390,2021-22-SetonHall,2021-22,Seton Hall,Big East,32.0,AL,37.0,37.0,21.0,93.0,20-10,9-12,1-8,5-6,28.0,101.0,7-6,3-3,8-00,3-00,20.0,10.0,0.6666666666666670,9.0,12.0,0.4285714285714290,1.0,8.0,0.1111111111111110,5.0,6.0,0.4545454545454550,7.0,6.0,0.5384615384615380,3.0,3.0,0.5,8.0,0.0,1.0,3.0,0.0,1.0,1.9,0.8,105.4,93.4,45.6,32.3
76,400,2021-22-Tennessee,2021-22,Tennessee,SEC,10.0,AQ,7.0,8.0,8.0,84.0,26-7,17-4,3-9,5-6,4.0,16.0,7-11,5-00,4-00,6-00,26.0,7.0,0.7878787878787880,17.0,4.0,0.8095238095238100,3.0,9.0,0.25,5.0,6.0,0.4545454545454550,7.0,11.0,0.3888888888888890,5.0,0.0,1.0,4.0,0.0,1.0,6.0,0.0,1.0,8.0,0.9439,111.3,87.1,46.4,32.4
77,402,2021-22-A&M-CorpusChristi,2021-22,A&M-Corpus Christi,Southland,68.0,AQ,241.0,241.0,357.0,273.0,19-11,7-10,4-9,6-7,351.0,315.0,0-2,0-1,2-1,18-6,19.0,11.0,0.6333333333333330,7.0,10.0,0.4117647058823530,4.0,9.0,0.3076923076923080,6.0,7.0,0.4615384615384620,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.6666666666666670,18.0,6.0,0.75,-7.6,0.3223,96.4,102.8,49.0,34.0
78,403,2021-22-Auburn,2021-22,Auburn,SEC,5.0,AL,11.0,12.0,26.0,94.0,27-5,15-4,1-12,3-8,43.0,79.0,5-8,7-00,8-00,4-00,27.0,5.0,0.84375,15.0,4.0,0.7894736842105260,1.0,12.0,0.0769230769230769,3.0,8.0,0.2727272727272730,5.0,8.0,0.3846153846153850,7.0,0.0,1.0,8.0,0.0,1.0,4.0,0.0,1.0,7.4,0.9228,111.7,90.0,44.1,33.7
79,422,2021-22-Wisconsin,2021-22,Wisconsin,Big Ten,9.0,AL,24.0,24.0,8.0,84.0,24-7,15-6,1-9,2-9,18.0,43.0,3-9,2-7,2-4,4-00,24.0,7.0,0.7741935483870970,15.0,6.0,0.7142857142857140,1.0,9.0,0.1,2.0,9.0,0.1818181818181820,3.0,9.0,0.25,2.0,7.0,0.2222222222222220,2.0,4.0,0.3333333333333330,4.0,0.0,1.0,6.5,0.8511,108.7,93.4,49.0,25.9
80,423,2021-22-Indiana,2021-22,Indiana,Big Ten,45.0,AL,38.0,39.0,35.0,100.0,20-13,12-11,1-9,8-3,38.0,308.0,8-4,4-4,1-5,7-00,20.0,13.0,0.6060606060606060,12.0,11.0,0.5217391304347830,1.0,9.0,0.1,8.0,3.0,0.7272727272727270,8.0,4.0,0.6666666666666670,4.0,4.0,0.5,1.0,5.0,0.1666666666666670,7.0,0.0,1.0,0.2,0.8652,107.7,91.6,46.2,27.0
81,445,2021-22-Duke,2021-22,Duke,ACC,8.0,AL,12.0,13.0,71.0,117.0,28-6,18-5,1-10,2-9,68.0,116.0,2-6,3-6,1-8,8-00,28.0,6.0,0.8235294117647060,18.0,5.0,0.782608695652174,1.0,10.0,0.0909090909090909,2.0,9.0,0.1818181818181820,2.0,6.0,0.25,3.0,6.0,0.3333333333333330,1.0,8.0,0.1111111111111110,8.0,0.0,1.0,7.2,0.944,122.7,96.0,47.1,31.7
82,462,2021-22-Houston,2021-22,Houston,The American,18.0,AQ,3.0,3.0,74.0,119.0,29-5,18-3,2-11,3-7,99.0,149.0,4-1,1-10,10-00,8-00,29.0,5.0,0.8529411764705880,18.0,3.0,0.8571428571428570,2.0,11.0,0.1538461538461540,3.0,7.0,0.3,4.0,1.0,0.8,1.0,10.0,0.0909090909090909,10.0,0.0,1.0,8.0,0.0,1.0,6.2,0.9595,116.5,88.5,43.3,37.7
83,464,2021-22-Bryant,2021-22,Bryant,NEC,66.0,AQ,200.0,200.0,340.0,249.0,21-9,18-2,7-3,7-7,319.0,148.0,0-1,0-3,2-3,18-3,21.0,9.0,0.7,18.0,2.0,0.9,7.0,3.0,0.7,7.0,7.0,0.5,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.4,18.0,3.0,0.8571428571428570,-4.8,0.4651,102.9,104.1,47.6,32.8
84,471,2021-22-Colgate,2021-22,Colgate,Patriot,57.0,AQ,128.0,128.0,332.0,245.0,22-11,19-2,9-3,10-8,326.0,187.0,0-2,1-00,6-1,20-3,22.0,11.0,0.6666666666666670,19.0,2.0,0.9047619047619050,9.0,3.0,0.75,10.0,8.0,0.5555555555555560,0.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,0.8571428571428570,20.0,3.0,0.8695652173913040,-6.1,0.6026,107.0,103.2,48.9,26.6
85,474,2021-22-Alabama,2021-22,Alabama,SEC,21.0,AL,30.0,30.0,1.0,66.0,19-13,10-9,3-10,7-3,1.0,7.0,8-8,3-5,2-5,1-00,19.0,13.0,0.59375,10.0,9.0,0.5263157894736840,3.0,10.0,0.2307692307692310,7.0,3.0,0.7,8.0,8.0,0.5,3.0,5.0,0.375,2.0,5.0,0.2857142857142860,1.0,0.0,1.0,2.0,0.8612,115.2,98.3,49.8,35.3
86,491,2021-22-Purdue,2021-22,Purdue,Big Ten,11.0,AL,13.0,11.0,20.0,92.0,27-7,16-7,11-00,5-5,25.0,227.0,6-8,1-6,7-00,6-00,27.0,7.0,0.7941176470588240,16.0,7.0,0.6956521739130440,11.0,0.0,1.0,5.0,5.0,0.5,6.0,8.0,0.4285714285714290,1.0,6.0,0.1428571428571430,7.0,0.0,1.0,6.0,0.0,1.0,7.0,0.9267,121.6,97.5,49.1,35.2
87,492,2021-22-MichiganSt.,2021-22,Michigan St.,Big Ten,27.0,AL,36.0,36.0,7.0,82.0,22-12,13-10,2-9,6-5,14.0,25.0,9-5,2-8,1-6,3-00,22.0,12.0,0.6470588235294120,13.0,10.0,0.5652173913043480,2.0,9.0,0.1818181818181820,6.0,5.0,0.5454545454545450,9.0,5.0,0.6428571428571430,2.0,8.0,0.2,1.0,6.0,0.1428571428571430,3.0,0.0,1.0,2.9,0.8405,111.6,96.6,48.1,30.7
88,493,2021-22-BoiseSt.,2021-22,Boise St.,Mountain West,29.0,AQ,29.0,29.0,73.0,118.0,26-7,18-3,4-8,3-8,86.0,232.0,3-6,3-7,7-00,1-6,26.0,7.0,0.7878787878787880,18.0,3.0,0.8571428571428570,4.0,8.0,0.3333333333333330,3.0,8.0,0.2727272727272730,3.0,6.0,0.3333333333333330,3.0,7.0,0.3,7.0,0.0,1.0,1.0,6.0,0.1428571428571430,3.5,0.8434,107.6,92.9,48.3,30.6
89,495,2021-22-JacksonvilleSt.,2021-22,Jacksonville St.,ASUN,61.0,AQ,143.0,142.0,273.0,223.0,19-10,14-4,6-5,5-9,291.0,188.0,0-2,1-1,2-3,15-5,19.0,10.0,0.6551724137931030,14.0,4.0,0.7777777777777780,6.0,5.0,0.5454545454545450,5.0,9.0,0.3571428571428570,0.0,2.0,0.0,1.0,1.0,0.5,2.0,3.0,0.4,15.0,5.0,0.75,-5.2,0.5638,104.5,102.2,48.1,28.2
90,501,2021-22-Vermont,2021-22,Vermont,America East,53.0,AQ,52.0,52.0,315.0,238.0,27-5,20-1,4-7,4-10,334.0,189.0,0-1,1-1,2-7,19-1,27.0,5.0,0.84375,20.0,1.0,0.9523809523809520,4.0,7.0,0.3636363636363640,4.0,10.0,0.2857142857142860,0.0,1.0,0.0,1.0,1.0,0.5,2.0,7.0,0.2222222222222220,19.0,1.0,0.95,-0.8,0.7984,109.7,97.3,47.7,23.7
91,507,2021-22-SaintPeter's,2021-22,Saint Peter's,MAAC,60.0,AQ,124.0,124.0,207.0,198.0,18-11,17-6,5-1,7-7,235.0,40.0,0-3,0-1,3-7,4-11,18.0,11.0,0.6206896551724140,17.0,6.0,0.7391304347826090,5.0,1.0,0.8333333333333330,7.0,7.0,0.5,0.0,3.0,0.0,0.0,1.0,0.0,3.0,7.0,0.3,4.0,11.0,0.2666666666666670,-5.6,0.6786,99.4,93.1,44.2,30.9
92,508,2021-22-Marquette,2021-22,Marquette,Big East,35.0,AL,42.0,43.0,19.0,91.0,19-12,9-11,3-8,7-4,23.0,36.0,7-5,5-5,4-00,5-00,19.0,12.0,0.6129032258064520,9.0,11.0,0.45,3.0,8.0,0.2727272727272730,7.0,4.0,0.6363636363636360,7.0,5.0,0.5833333333333330,5.0,5.0,0.5,4.0,0.0,1.0,5.0,0.0,1.0,0.6,0.7787,107.7,96.5,47.0,22.5
93,512,2021-22-Delaware,2021-22,Delaware,CAA,59.0,AQ,137.0,137.0,183.0,189.0,21-12,13-8,4-8,5-8,234.0,288.0,0-2,4-1,4-8,2-12,21.0,12.0,0.6363636363636360,13.0,8.0,0.6190476190476190,4.0,8.0,0.3333333333333330,5.0,8.0,0.3846153846153850,0.0,2.0,0.0,4.0,1.0,0.8,4.0,8.0,0.3333333333333330,2.0,12.0,0.1428571428571430,-5.5,0.5908,106.5,103.2,49.6,26.7
94,513,2021-22-VirginiaTech,2021-22,Virginia Tech,ACC,46.0,AQ,27.0,27.0,77.0,120.0,23-12,15-9,3-8,6-7,71.0,134.0,5-3,5-6,2-7,7-00,23.0,12.0,0.6571428571428570,15.0,9.0,0.625,3.0,8.0,0.2727272727272730,6.0,7.0,0.4615384615384620,5.0,3.0,0.625,5.0,6.0,0.4545454545454550,2.0,7.0,0.2222222222222220,7.0,0.0,1.0,1.7,0.9028,115.6,95.2,49.0,27.8
95,515,2021-22-Yale,2021-22,Yale,Ivy League,56.0,AQ,142.0,147.0,181.0,188.0,18-11,13-3,8-5,6-6,167.0,84.0,0-4,1-1,5-5,1-12,18.0,11.0,0.6206896551724140,13.0,3.0,0.8125,8.0,5.0,0.6153846153846150,6.0,6.0,0.5,0.0,4.0,0.0,1.0,1.0,0.5,5.0,5.0,0.5,1.0,12.0,0.0769230769230769,-4.9,0.5449,99.4,97.9,48.9,25.6
96,518,2021-22-Kentucky,2021-22,Kentucky,SEC,6.0,AL,5.0,5.0,42.0,103.0,26-7,15-5,2-11,5-6,19.0,121.0,7-9,5-00,4-00,8-00,26.0,7.0,0.7878787878787880,15.0,5.0,0.75,2.0,11.0,0.1538461538461540,5.0,6.0,0.4545454545454550,7.0,9.0,0.4375,5.0,0.0,1.0,4.0,0.0,1.0,8.0,0.0,1.0,6.9,0.9295,119.4,95.4,46.9,37.7
97,519,2021-22-Gonzaga,2021-22,Gonzaga,WCC,1.0,AQ,1.0,1.0,102.0,142.0,26-3,15-1,2-11,1-5,59.0,69.0,3-10,2-00,1-00,13-0,26.0,3.0,0.896551724137931,15.0,1.0,0.9375,2.0,11.0,0.1538461538461540,1.0,5.0,0.1666666666666670,3.0,10.0,0.2307692307692310,2.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,1.0,6.7,0.9662,120.3,89.9,43.1,29.1
98,530,2021-22-Miami(FL),2021-22,Miami (FL),ACC,38.0,AL,62.0,62.0,66.0,115.0,23-10,15-7,3-8,2-10,77.0,147.0,3-4,4-5,3-9,5-00,23.0,10.0,0.696969696969697,15.0,7.0,0.6818181818181820,3.0,8.0,0.2727272727272730,2.0,10.0,0.1666666666666670,3.0,4.0,0.4285714285714290,4.0,5.0,0.4444444444444440,3.0,9.0,0.25,5.0,0.0,1.0,2.6,0.8467,113.6,97.9,52.5,22.4
99,532,2021-22-Memphis,2021-22,Memphis,The American,36.0,AL,33.0,31.0,48.0,106.0,21-10,15-6,4-6,6-5,62.0,75.0,4-5,4-3,2-8,5-00,21.0,10.0,0.6774193548387100,15.0,6.0,0.7142857142857140,4.0,6.0,0.4,6.0,5.0,0.5454545454545450,4.0,5.0,0.4444444444444440,4.0,3.0,0.5714285714285710,2.0,8.0,0.2,5.0,0.0,1.0,1.4,0.9028,112.4,92.6,46.6,37.4
100,535,2021-22-ColoradoSt.,2021-22,Colorado St.,Mountain West,24.0,AL,28.0,28.0,80.0,122.0,24-5,15-5,9-00,3-6,81.0,184.0,3-5,1-8,1-3,8-00,24.0,5.0,0.8275862068965520,15.0,5.0,0.75,9.0,0.0,1.0,3.0,6.0,0.3333333333333330,3.0,5.0,0.375,1.0,8.0,0.1111111111111110,1.0,3.0,0.25,8.0,0.0,1.0,4.3,0.819,111.9,98.1,50.1,21.9
101,537,2022-23-Illinois,2022-23,Illinois,Big Ten,36.0,AL,34.0,34.0,54.0,112.0,20-12,10-11,2-9,7-3,30.0,116.0,11-2,1-7,4-00,7-00,20.0,12.0,0.625,10.0,11.0,0.4761904761904760,2.0,9.0,0.1818181818181820,7.0,3.0,0.7,11.0,2.0,0.8461538461538460,1.0,7.0,0.125,4.0,0.0,1.0,7.0,0.0,1.0,0.9,0.8216,108.9,95.4,46.7,31.6
102,538,2022-23-Duke,2022-23,Duke,ACC,18.0,AQ,16.0,16.0,50.0,111.0,26-8,17-6,2-9,6-4,57.0,68.0,6-5,2-7,4-00,10-00,26.0,8.0,0.7647058823529410,17.0,6.0,0.7391304347826090,2.0,9.0,0.1818181818181820,6.0,4.0,0.6,6.0,5.0,0.5454545454545450,2.0,7.0,0.2222222222222220,4.0,0.0,1.0,10.0,0.0,1.0,4.5,0.9072,113.3,92.9,46.0,35.9
103,540,2022-23-Iona,2022-23,Iona,MAAC,52.0,AQ,58.0,59.0,257.0,214.0,27-7,20-3,4-7,4-8,309.0,143.0,0-1,0-2,2-7,20-2,27.0,7.0,0.7941176470588240,20.0,3.0,0.8695652173913040,4.0,7.0,0.3636363636363640,4.0,8.0,0.3333333333333330,0.0,1.0,0.0,0.0,2.0,0.0,2.0,7.0,0.2222222222222220,20.0,2.0,0.9090909090909090,-1.7,0.7909,110.3,98.3,46.3,31.6
104,549,2022-23-Providence,2022-23,Providence,Big East,42.0,AL,56.0,55.0,87.0,133.0,21-11,13-8,3-8,6-6,62.0,289.0,8-4,2-3,1-3,11-00,21.0,11.0,0.65625,13.0,8.0,0.6190476190476190,3.0,8.0,0.2727272727272730,6.0,6.0,0.5,8.0,4.0,0.6666666666666670,2.0,3.0,0.4,1.0,3.0,0.25,11.0,0.0,1.0,1.3,0.8128,114.9,101.2,49.7,34.7
105,556,2022-23-Arizona,2022-23,Arizona,Pac-12,7.0,AQ,10.0,10.0,43.0,108.0,28-6,17-6,11-00,4-6,47.0,57.0,2-9,4-7,5-00,7-00,28.0,6.0,0.8235294117647060,17.0,6.0,0.7391304347826090,11.0,0.0,1.0,4.0,6.0,0.4,2.0,9.0,0.1818181818181820,4.0,7.0,0.3636363636363640,5.0,0.0,1.0,7.0,0.0,1.0,7.6,0.9292,119.4,95.4,47.1,30.7
106,566,2022-23-Kentucky,2022-23,Kentucky,SEC,23.0,AL,26.0,25.0,41.0,107.0,21-11,7-12,4-9,4-6,25.0,71.0,7-6,1-6,2-3,1-6,21.0,11.0,0.65625,7.0,12.0,0.3684210526315790,4.0,9.0,0.3076923076923080,4.0,6.0,0.4,7.0,6.0,0.5384615384615380,1.0,6.0,0.1428571428571430,2.0,3.0,0.4,1.0,6.0,0.1428571428571430,1.6,0.8738,115.7,97.7,48.6,39.2
107,567,2022-23-Vermont,2022-23,Vermont,America East,59.0,AQ,109.0,109.0,236.0,206.0,22-10,17-2,8-5,6-9,221.0,52.0,0-3,3-1,3-5,16-1,22.0,10.0,0.6875,17.0,2.0,0.8947368421052630,8.0,5.0,0.6153846153846150,6.0,9.0,0.4,0.0,3.0,0.0,3.0,1.0,0.75,3.0,5.0,0.375,16.0,1.0,0.9411764705882350,-3.8,0.6873,109.7,102.5,51.0,19.2
108,570,2022-23-NorthernKy.,2022-23,Northern Ky.,Horizon,63.0,AQ,154.0,154.0,223.0,203.0,20-12,17-6,6-3,6-6,272.0,87.0,0-2,3-1,4-5,14-3,20.0,12.0,0.625,17.0,6.0,0.7391304347826090,6.0,3.0,0.6666666666666670,6.0,6.0,0.5,0.0,2.0,0.0,3.0,1.0,0.75,4.0,5.0,0.4444444444444440,14.0,3.0,0.8235294117647060,-6.7,0.5349,102.6,101.4,51.3,31.6
109,571,2022-23-KennesawSt.,2022-23,Kennesaw St.,ASUN,55.0,AQ,115.0,114.0,195.0,193.0,23-8,18-3,5-5,6-10,180.0,39.0,0-4,2-00,2-8,13-2,23.0,8.0,0.7419354838709680,18.0,3.0,0.8571428571428570,5.0,5.0,0.5,6.0,10.0,0.375,0.0,4.0,0.0,2.0,0.0,1.0,2.0,8.0,0.2,13.0,2.0,0.8666666666666670,-1.4,0.6428,105.6,100.3,51.1,27.3
110,573,2022-23-Memphis,2022-23,Memphis,The American,29.0,AQ,23.0,29.0,68.0,117.0,26-8,16-5,3-10,5-7,67.0,33.0,4-4,3-9,1-7,6-00,26.0,8.0,0.7647058823529410,16.0,5.0,0.7619047619047620,3.0,10.0,0.2307692307692310,5.0,7.0,0.4166666666666670,4.0,4.0,0.5,3.0,9.0,0.25,1.0,7.0,0.125,6.0,0.0,1.0,4.7,0.903,115.4,95.0,46.7,31.2
111,578,2022-23-Maryland,2022-23,Maryland,Big Ten,31.0,AL,31.0,31.0,54.0,112.0,21-12,10-12,2-9,9-2,36.0,159.0,10-3,2-6,3-00,9-00,21.0,12.0,0.6363636363636360,10.0,12.0,0.4545454545454550,2.0,9.0,0.1818181818181820,9.0,2.0,0.8181818181818180,10.0,3.0,0.7692307692307690,2.0,6.0,0.25,3.0,0.0,1.0,9.0,0.0,1.0,1.0,0.8658,112.6,95.8,47.7,30.0
112,584,2022-23-Gonzaga,2022-23,Gonzaga,WCC,10.0,AQ,6.0,6.0,50.0,111.0,27-5,16-2,3-11,2-7,56.0,9.0,4-6,5-00,1-8,8-00,27.0,5.0,0.84375,16.0,2.0,0.8888888888888890,3.0,11.0,0.2142857142857140,2.0,7.0,0.2222222222222220,4.0,6.0,0.4,5.0,0.0,1.0,1.0,8.0,0.1111111111111110,8.0,0.0,1.0,6.6,0.9251,123.2,99.0,51.4,31.2
